
4,5,8382,8649313,0,2,120,0
4,4294967294,0,0,0,0,0,0
2,1,6215,410251,0,8417,8691707,0
2,2,6164,406825,0,8380,8649193,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,16509,17323674,0,12381,817196,0
2,4294967294,0,0,0,0,0,0
6,1,16510,17324740,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,8382,8649313,0,3,180,0
6,4,8381,8649253,0,6,360,0
6,4294967294,0,0,0,0,0,0
7,1,25620,27306611,0,19924,1313193,0
7,2,12381,817196,0,16509,17323674,0
7,3,7260,479017,0,17776,18648224,0
7,4,2,120,0,8382,8649313,0
7,4294967294,0,0,0,0,0,0
3,1,7258,478897,0,17775,18648164,0
3,2,5,300,0,8381,8649253,0
3,3,3,180,0,8382,8649313,0
3,4,17776,18648224,0,7260,479017,0
3,4294967294,0,0,0,0,0,0
7,1,27061,28836720,0,21143,1393650,0
7,2,13228,873100,0,17470,18344102,0
7,3,7632,503570,0,18736,19667586,0
7,4,2,120,0,8861,9157928,0
7,4294967294,0,0,0,0,0,0
4,1,0,0,0,8860,9157868,0
4,2,0,0,0,8858,9157748,0
4,3,3,180,0,8858,9157748,0
4,4,6,360,0,8860,9157868,0
4,5,8861,9157928,0,2,120,0
4,4294967294,0,0,0,0,0,0
2,1,6583,434540,0,8899,9203520,0
2,2,6643,438440,0,8859,9157808,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,17470,18344102,0,13228,873100,0
2,4294967294,0,0,0,0,0,0
5,1,17471,18344162,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,8860,9157868,0,5,300,0
5,4,8858,9157748,0,3,180,0
5,4294967294,0,0,0,0,0,0
3,1,7630,503450,0,18735,19667526,0
3,2,5,300,0,8860,9157868,0
3,3,3,180,0,8861,9157928,0
3,4,18736,19667586,0,7632,503570,0
3,4294967294,0,0,0,0,0,0
1,1,27055,28876368,0,21144,1393710,0
1,2,0,0,0,17470,18344102,0
1,3,0,0,0,17471,18344162,0
1,4,4,240,0,17471,18344162,0
1,5,7,420,0,17470,18344102,0
1,6,21143,1393650,0,27061,28836720,0
1,4294967294,0,0,0,0,0,0
6,1,17470,18344102,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,8861,9157928,0,3,180,0
6,4,8860,9157868,0,6,360,0
6,4294967294,0,0,0,0,0,0
1,1,28493,30409276,0,22281,1468752,0
1,2,0,0,0,18425,19362132,0
1,3,0,0,0,18426,19362192,0
1,4,4,240,0,18426,19362192,0
1,5,7,420,0,18425,19362132,0
1,6,22280,1468692,0,28499,30369628,0
1,4294967294,0,0,0,0,0,0
7,1,28499,30369628,0,22280,1468692,0
7,2,13994,923656,0,18425,19362132,0
7,3,8003,528056,0,19697,20692012,0
7,4,2,120,0,9339,9667476,0
7,4294967294,0,0,0,0,0,0
6,1,18425,19362132,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,9339,9667476,0,3,180,0
6,4,9338,9667416,0,6,360,0
6,4294967294,0,0,0,0,0,0
4,1,0,0,0,9338,9667416,0
4,2,0,0,0,9336,9667296,0
4,3,3,180,0,9336,9667296,0
4,4,6,360,0,9338,9667416,0
4,5,9339,9667476,0,2,120,0
4,4294967294,0,0,0,0,0,0
2,1,6948,458630,0,9376,9712002,0
2,2,7044,464906,0,9337,9667356,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,18425,19362132,0,13994,923656,0
2,4294967294,0,0,0,0,0,0
5,1,18426,19362192,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,9338,9667416,0,5,300,0
5,4,9336,9667296,0,3,180,0
5,4294967294,0,0,0,0,0,0
3,1,8001,527936,0,19696,20691952,0
3,2,5,300,0,9338,9667416,0
3,3,3,180,0,9339,9667476,0
3,4,19697,20692012,0,8003,528056,0
3,4294967294,0,0,0,0,0,0
1,1,29920,31929434,0,23370,1540602,0
1,2,0,0,0,19377,20375940,0
1,3,0,0,0,19378,20376000,0
1,4,4,240,0,19378,20376000,0
1,5,7,420,0,19377,20375940,0
1,6,23369,1540542,0,29926,31889786,0
1,4294967294,0,0,0,0,0,0
7,1,29926,31889786,0,23369,1540542,0
7,2,14719,971482,0,19377,20375940,0
7,3,8367,552080,0,20646,21702622,0
7,4,2,120,0,9813,10171736,0
7,4294967294,0,0,0,0,0,0
6,1,19377,20375940,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,9813,10171736,0,3,180,0
6,4,9812,10171676,0,6,360,0
6,4294967294,0,0,0,0,0,0
3,1,8365,551960,0,20645,21702562,0
3,2,5,300,0,9812,10171676,0
3,3,3,180,0,9813,10171736,0
3,4,20646,21702622,0,8367,552080,0
3,4294967294,0,0,0,0,0,0
4,1,0,0,0,9812,10171676,0
4,2,0,0,0,9810,10171556,0
4,3,3,180,0,9810,10171556,0
4,4,6,360,0,9812,10171676,0
4,5,9813,10171736,0,2,120,0
4,4294967294,0,0,0,0,0,0
2,1,7313,482720,0,9854,10221550,0
2,2,7404,488642,0,9811,10171616,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,19377,20375940,0,14719,971482,0
2,4294967294,0,0,0,0,0,0
5,1,19378,20376000,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,9812,10171676,0,5,300,0
5,4,9810,10171556,0,3,180,0
5,4294967294,0,0,0,0,0,0
7,1,31359,33416340,0,24471,1613250,0
7,2,15453,1019902,0,20335,21396144,0
7,3,8735,576368,0,21600,22719586,0
7,4,2,120,0,10292,10682350,0
7,4294967294,0,0,0,0,0,0
5,1,20336,21396204,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,10291,10682290,0,5,300,0
5,4,10289,10682170,0,3,180,0
5,4294967294,0,0,0,0,0,0
6,1,20335,21396144,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,10292,10682350,0,3,180,0
6,4,10291,10682290,0,6,360,0
6,4294967294,0,0,0,0,0,0
1,1,31353,33455988,0,24472,1613310,0
1,2,0,0,0,20335,21396144,0
1,3,0,0,0,20336,21396204,0
1,4,4,240,0,20336,21396204,0
1,5,7,420,0,20335,21396144,0
1,6,24471,1613250,0,31359,33416340,0
1,4294967294,0,0,0,0,0,0
2,1,7681,506984,0,10333,10731140,0
2,2,7770,512798,0,10290,10682230,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,20335,21396144,0,15453,1019902,0
2,4294967294,0,0,0,0,0,0
3,1,8733,576248,0,21599,22719526,0
3,2,5,300,0,10291,10682290,0
3,3,3,180,0,10292,10682350,0
3,4,21600,22719586,0,8735,576368,0
3,4294967294,0,0,0,0,0,0
4,1,0,0,0,10291,10682290,0
4,2,0,0,0,10289,10682170,0
4,3,3,180,0,10289,10682170,0
4,4,6,360,0,10291,10682290,0
4,5,10292,10682350,0,2,120,0
4,4294967294,0,0,0,0,0,0
7,1,32774,34923706,0,25553,1684638,0
7,2,16173,1067398,0,21281,22403556,0
7,3,9097,600260,0,22542,23722734,0
7,4,2,120,0,10765,11185544,0
7,4294967294,0,0,0,0,0,0
1,1,32768,34963354,0,25554,1684698,0
1,2,0,0,0,21281,22403556,0
1,3,0,0,0,21282,22403616,0
1,4,4,240,0,21282,22403616,0
1,5,7,420,0,21281,22403556,0
1,6,25553,1684638,0,32774,34923706,0
1,4294967294,0,0,0,0,0,0
6,1,21281,22403556,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,10765,11185544,0,3,180,0
6,4,10764,11185484,0,6,360,0
6,4294967294,0,0,0,0,0,0
3,1,9095,600140,0,22541,23722674,0
3,2,5,300,0,10764,11185484,0
3,3,3,180,0,10765,11185544,0
3,4,22542,23722734,0,9097,600260,0
3,4294967294,0,0,0,0,0,0
5,1,21282,22403616,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,10764,11185484,0,5,300,0
5,4,10762,11185364,0,3,180,0
5,4294967294,0,0,0,0,0,0
4,1,0,0,0,10764,11185484,0
4,2,0,0,0,10762,11185364,0
4,3,3,180,0,10762,11185364,0
4,4,6,360,0,10764,11185484,0
4,5,10765,11185544,0,2,120,0
4,4294967294,0,0,0,0,0,0
2,1,8043,530876,0,10806,11235358,0
2,2,8128,536402,0,10763,11185424,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,21281,22403556,0,16173,1067398,0
2,4294967294,0,0,0,0,0,0
7,1,34204,36447062,0,26647,1756818,0
7,2,16896,1115116,0,22231,23416256,0
7,3,9468,624722,0,23495,24737608,0
7,4,2,120,0,11238,11689762,0
7,4294967294,0,0,0,0,0,0
2,1,8407,554900,0,11283,11743840,0
2,2,8487,560096,0,11236,11689642,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,22231,23416256,0,16896,1115116,0
2,4294967294,0,0,0,0,0,0
6,1,22231,23416256,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,11238,11689762,0,3,180,0
6,4,11237,11689702,0,6,360,0
6,4294967294,0,0,0,0,0,0
3,1,9466,624602,0,23494,24737548,0
3,2,5,300,0,11237,11689702,0
3,3,3,180,0,11238,11689762,0
3,4,23495,24737608,0,9468,624722,0
3,4294967294,0,0,0,0,0,0
1,1,34198,36486710,0,26648,1756878,0
1,2,0,0,0,22231,23416256,0
1,3,0,0,0,22232,23416316,0
1,4,4,240,0,22232,23416316,0
1,5,7,420,0,22231,23416256,0
1,6,26647,1756818,0,34204,36447062,0
1,4294967294,0,0,0,0,0,0
4,1,0,0,0,11237,11689702,0
4,2,0,0,0,11235,11689582,0
4,3,3,180,0,11235,11689582,0
4,4,6,360,0,11237,11689702,0
4,5,11238,11689762,0,2,120,0
4,4294967294,0,0,0,0,0,0
5,1,22232,23416316,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,11237,11689702,0,5,300,0
5,4,11235,11689582,0,3,180,0
5,4294967294,0,0,0,0,0,0
1,1,35633,38014820,0,27746,1829298,0
1,2,0,0,0,23188,24434370,0
1,3,0,0,0,23189,24434430,0
1,4,4,240,0,23189,24434430,0
1,5,7,420,0,23188,24434370,0
1,6,27745,1829238,0,35638,37973658,0
1,4294967294,0,0,0,0,0,0
7,1,35638,37973658,0,27745,1829238,0
7,2,17626,1163248,0,23188,24434370,0
7,3,9836,649010,0,24451,25755680,0
7,4,2,120,0,11717,12199352,0
7,4294967294,0,0,0,0,0,0
6,1,23188,24434370,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,11717,12199352,0,3,180,0
6,4,11716,12199292,0,6,360,0
6,4294967294,0,0,0,0,0,0
2,1,8773,579032,0,11761,12252364,0
2,2,8851,584096,0,11715,12199232,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,23188,24434370,0,17626,1163248,0
2,4294967294,0,0,0,0,0,0
5,1,23189,24434430,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,11716,12199292,0,5,300,0
5,4,11714,12199172,0,3,180,0
5,4294967294,0,0,0,0,0,0
3,1,9834,648890,0,24450,25755620,0
3,2,5,300,0,11716,12199292,0
3,3,3,180,0,11717,12199352,0
3,4,24451,25755680,0,9836,649010,0
3,4294967294,0,0,0,0,0,0
4,1,0,0,0,11716,12199292,0
4,2,0,0,0,11714,12199172,0
4,3,3,180,0,11714,12199172,0
4,4,6,360,0,11716,12199292,0
4,5,11717,12199352,0,2,120,0
4,4294967294,0,0,0,0,0,0
7,1,37058,39487378,0,28830,1900848,0
7,2,18348,1210900,0,24136,25444938,0
7,3,10199,672968,0,25394,26760918,0
7,4,2,120,0,12188,12701438,0
7,4294967294,0,0,0,0,0,0
2,1,9137,603056,0,12238,12760846,0
2,2,9209,607724,0,12186,12701318,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,24136,25444938,0,18348,1210900,0
2,4294967294,0,0,0,0,0,0
1,1,37053,39528092,0,28831,1900908,0
1,2,0,0,0,24136,25444938,0
1,3,0,0,0,24137,25444998,0
1,4,4,240,0,24137,25444998,0
1,5,7,420,0,24136,25444938,0
1,6,28830,1900848,0,37058,39487378,0
1,4294967294,0,0,0,0,0,0
3,1,10197,672848,0,25393,26760858,0
3,2,5,300,0,12187,12701378,0
3,3,3,180,0,12188,12701438,0
3,4,25394,26760918,0,10199,672968,0
3,4294967294,0,0,0,0,0,0
5,1,24137,25444998,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,12187,12701378,0,5,300,0
5,4,12185,12701258,0,3,180,0
5,4294967294,0,0,0,0,0,0
4,1,0,0,0,12187,12701378,0
4,2,0,0,0,12185,12701258,0
4,3,3,180,0,12185,12701258,0
4,4,6,360,0,12187,12701378,0
4,5,12188,12701438,0,2,120,0
4,4294967294,0,0,0,0,0,0
6,1,24136,25444938,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,12188,12701438,0,3,180,0
6,4,12187,12701378,0,6,360,0
6,4294967294,0,0,0,0,0,0
3,1,10570,697466,0,26354,27784260,0
3,2,5,300,0,12664,13208836,0
3,3,3,180,0,12665,13208896,0
3,4,26355,27784320,0,10572,697586,0
3,4294967294,0,0,0,0,0,0
6,1,25090,26460878,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,12665,13208896,0,3,180,0
6,4,12664,13208836,0,6,360,0
6,4294967294,0,0,0,0,0,0
5,1,25091,26460938,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,12664,13208836,0,5,300,0
5,4,12662,13208716,0,3,180,0
5,4294967294,0,0,0,0,0,0
1,1,38490,41058910,0,29932,1973550,0
1,2,0,0,0,25090,26460878,0
1,3,0,0,0,25091,26460938,0
1,4,4,240,0,25091,26460938,0
1,5,7,420,0,25090,26460878,0
1,6,29931,1973490,0,38496,41019262,0
1,4294967294,0,0,0,0,0,0
7,1,38496,41019262,0,29931,1973490,0
7,2,19076,1258924,0,25090,26460878,0
7,3,10572,697586,0,26355,27784320,0
7,4,2,120,0,12665,13208896,0
7,4294967294,0,0,0,0,0,0
4,1,0,0,0,12664,13208836,0
4,2,0,0,0,12662,13208716,0
4,3,3,180,0,12662,13208716,0
4,4,6,360,0,12664,13208836,0
4,5,12665,13208896,0,2,120,0
4,4294967294,0,0,0,0,0,0
2,1,9503,627212,0,12715,13269328,0
2,2,9571,631592,0,12663,13208776,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,25090,26460878,0,19076,1258924,0
2,4294967294,0,0,0,0,0,0
2,1,9870,651410,0,13195,13779984,0
2,2,9934,655550,0,13141,13718324,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,26048,27481082,0,19806,1307080,0
2,4294967294,0,0,0,0,0,0
4,1,0,0,0,13142,13718384,0
4,2,0,0,0,13140,13718264,0
4,3,3,180,0,13140,13718264,0
4,4,6,360,0,13142,13718384,0
4,5,13143,13718444,0,2,120,0
4,4294967294,0,0,0,0,0,0
7,1,39923,42539420,0,31024,2045604,0
7,2,19806,1307080,0,26048,27481082,0
7,3,10935,721544,0,27302,28793822,0
7,4,2,120,0,13143,13718444,0
7,4294967294,0,0,0,0,0,0
3,1,10933,721424,0,27301,28793762,0
3,2,5,300,0,13142,13718384,0
3,3,3,180,0,13143,13718444,0
3,4,27302,28793822,0,10935,721544,0
3,4294967294,0,0,0,0,0,0
5,1,26049,27481142,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,13142,13718384,0,5,300,0
5,4,13140,13718264,0,3,180,0
5,4294967294,0,0,0,0,0,0
6,1,26048,27481082,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,13143,13718444,0,3,180,0
6,4,13142,13718384,0,6,360,0
6,4294967294,0,0,0,0,0,0
1,1,39918,42580582,0,31025,2045664,0
1,2,0,0,0,26048,27481082,0
1,3,0,0,0,26049,27481142,0
1,4,4,240,0,26049,27481142,0
1,5,7,420,0,26048,27481082,0
1,6,31024,2045604,0,39923,42539420,0
1,4294967294,0,0,0,0,0,0
7,1,41349,44056539,0,32118,2117811,0
7,2,20534,1355130,0,27001,28494982,0
7,3,11301,745701,0,28258,29810920,0
7,4,2,120,0,13626,14232323,0
7,4294967294,0,0,0,0,0,0
1,1,41343,44096187,0,32119,2117871,0
1,2,0,0,0,27001,28494982,0
1,3,0,0,0,27002,28495042,0
1,4,4,240,0,27002,28495042,0
1,5,7,420,0,27001,28494982,0
1,6,32118,2117811,0,41349,44056539,0
1,4294967294,0,0,0,0,0,0
6,1,27001,28494982,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,13626,14232323,0,3,180,0
6,4,13625,14232263,0,6,360,0
6,4294967294,0,0,0,0,0,0
2,1,10232,675303,0,13665,14280005,0
2,2,10300,679707,0,13624,14232203,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,27001,28494982,0,20534,1355130,0
2,4294967294,0,0,0,0,0,0
3,1,11299,745581,0,28257,29810860,0
3,2,5,300,0,13625,14232263,0
3,3,3,180,0,13626,14232323,0
3,4,28258,29810920,0,11301,745701,0
3,4294967294,0,0,0,0,0,0
5,1,27002,28495042,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,13625,14232263,0,5,300,0
5,4,13623,14232143,0,3,180,0
5,4294967294,0,0,0,0,0,0
4,1,0,0,0,13625,14232263,0
4,2,0,0,0,13623,14232143,0
4,3,3,180,0,13623,14232143,0
4,4,6,360,0,13625,14232263,0
4,5,13626,14232323,0,2,120,0
4,4294967294,0,0,0,0,0,0
7,1,42777,45578787,0,33210,2189883,0
7,2,21258,1402914,0,27952,29508748,0
7,3,11669,769989,0,29211,30826818,0
7,4,2,120,0,14102,14739739,0
7,4294967294,0,0,0,0,0,0
6,1,27952,29508748,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,14102,14739739,0,3,180,0
6,4,14101,14739679,0,6,360,0
6,4294967294,0,0,0,0,0,0
2,1,10595,699261,0,14140,14786355,0
2,2,10661,703533,0,14100,14739619,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,27952,29508748,0,21258,1402914,0
2,4294967294,0,0,0,0,0,0
5,1,27953,29508808,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,14101,14739679,0,5,300,0
5,4,14099,14739559,0,3,180,0
5,4294967294,0,0,0,0,0,0
1,1,42771,45618435,0,33211,2189943,0
1,2,0,0,0,27952,29508748,0
1,3,0,0,0,27953,29508808,0
1,4,4,240,0,27953,29508808,0
1,5,7,420,0,27952,29508748,0
1,6,33210,2189883,0,42777,45578787,0
1,4294967294,0,0,0,0,0,0
4,1,0,0,0,14101,14739679,0
4,2,0,0,0,14099,14739559,0
4,3,3,180,0,14099,14739559,0
4,4,6,360,0,14101,14739679,0
4,5,14102,14739739,0,2,120,0
4,4294967294,0,0,0,0,0,0
3,1,11667,769869,0,29210,30826758,0
3,2,5,300,0,14101,14739679,0
3,3,3,180,0,14102,14739739,0
3,4,29211,30826818,0,11669,769989,0
3,4294967294,0,0,0,0,0,0
7,1,44213,47108539,0,34308,2262327,0
7,2,21985,1450872,0,28905,30523622,0
7,3,12040,794475,0,30169,31847022,0
7,4,2,120,0,14577,15245065,0
7,4294967294,0,0,0,0,0,0
6,1,28905,30523622,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,14577,15245065,0,3,180,0
6,4,14576,15245005,0,6,360,0
6,4294967294,0,0,0,0,0,0
3,1,12038,794355,0,30168,31846962,0
3,2,5,300,0,14576,15245005,0
3,3,3,180,0,14577,15245065,0
3,4,30169,31847022,0,12040,794475,0
3,4294967294,0,0,0,0,0,0
1,1,44207,47148187,0,34309,2262387,0
1,2,0,0,0,28905,30523622,0
1,3,0,0,0,28906,30523682,0
1,4,4,240,0,28906,30523682,0
1,5,7,420,0,28905,30523622,0
1,6,34308,2262327,0,44213,47108539,0
1,4294967294,0,0,0,0,0,0
2,1,10960,723351,0,14618,15295903,0
2,2,11023,727401,0,14575,15244945,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,28905,30523622,0,21985,1450872,0
2,4294967294,0,0,0,0,0,0
4,1,0,0,0,14576,15245005,0
4,2,0,0,0,14574,15244885,0
4,3,3,180,0,14574,15244885,0
4,4,6,360,0,14576,15245005,0
4,5,14577,15245065,0,2,120,0
4,4294967294,0,0,0,0,0,0
5,1,28906,30523682,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,14576,15245005,0,5,300,0
5,4,14574,15244885,0,3,180,0
5,4294967294,0,0,0,0,0,0
7,1,45637,48625499,0,35398,2334243,0
7,2,22709,1498632,0,29854,31534232,0
7,3,12406,818631,0,31119,32859722,0
7,4,2,120,0,15052,15751415,0
7,4294967294,0,0,0,0,0,0
3,1,12404,818511,0,31118,32859662,0
3,2,5,300,0,15051,15751355,0
3,3,3,180,0,15052,15751415,0
3,4,31119,32859722,0,12406,818631,0
3,4294967294,0,0,0,0,0,0
2,1,11322,747219,0,15092,15800163,0
2,2,11385,751293,0,15050,15751295,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,29854,31534232,0,22709,1498632,0
2,4294967294,0,0,0,0,0,0
4,1,0,0,0,15051,15751355,0
4,2,0,0,0,15049,15751235,0
4,3,3,180,0,15049,15751235,0
4,4,6,360,0,15051,15751355,0
4,5,15052,15751415,0,2,120,0
4,4294967294,0,0,0,0,0,0
5,1,29855,31534292,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,15051,15751355,0,5,300,0
5,4,15049,15751235,0,3,180,0
5,4294967294,0,0,0,0,0,0
6,1,29854,31534232,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,15052,15751415,0,3,180,0
6,4,15051,15751355,0,6,360,0
6,4294967294,0,0,0,0,0,0
1,1,45631,48665147,0,35399,2334303,0
1,2,0,0,0,29854,31534232,0
1,3,0,0,0,29855,31534292,0
1,4,4,240,0,29855,31534292,0
1,5,7,420,0,29854,31534232,0
1,6,35398,2334243,0,45637,48625499,0
1,4294967294,0,0,0,0,0,0
7,1,47071,50153119,0,36495,2406633,0
7,2,23441,1546932,0,30813,32555502,0
7,3,12771,842721,0,32074,33876728,0
7,4,2,120,0,15532,16262071,0
7,4294967294,0,0,0,0,0,0
6,1,30813,32555502,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,15532,16262071,0,3,180,0
6,4,15531,16262011,0,6,360,0
6,4294967294,0,0,0,0,0,0
1,1,47066,50193833,0,36496,2406693,0
1,2,0,0,0,30813,32555502,0
1,3,0,0,0,30814,32555562,0
1,4,4,240,0,30814,32555562,0
1,5,7,420,0,30813,32555502,0
1,6,36495,2406633,0,47071,50153119,0
1,4294967294,0,0,0,0,0,0
3,1,12769,842601,0,32073,33876668,0
3,2,5,300,0,15531,16262011,0
3,3,3,180,0,15532,16262071,0
3,4,32074,33876728,0,12771,842721,0
3,4294967294,0,0,0,0,0,0
4,1,0,0,0,15531,16262011,0
4,2,0,0,0,15529,16261891,0
4,3,3,180,0,15529,16261891,0
4,4,6,360,0,15531,16262011,0
4,5,15532,16262071,0,2,120,0
4,4294967294,0,0,0,0,0,0
5,1,30814,32555562,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,15531,16262011,0,5,300,0
5,4,15529,16261891,0,3,180,0
5,4294967294,0,0,0,0,0,0
2,1,11690,771519,0,15572,16311843,0
2,2,11750,775359,0,15530,16261951,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,30814,32556568,0,23442,1546998,0
2,4294967294,0,0,0,0,0,0
7,1,48498,51673277,0,37584,2478483,0
7,2,24162,1594518,0,31759,33563938,0
7,3,13139,866985,0,33031,34895866,0
7,4,2,120,0,16008,16769487,0
7,4294967294,0,0,0,0,0,0
1,1,48492,51712925,0,37585,2478543,0
1,2,0,0,0,31759,33563938,0
1,3,0,0,0,31760,33563998,0
1,4,4,240,0,31760,33563998,0
1,5,7,420,0,31759,33563938,0
1,6,37584,2478483,0,48498,51673277,0
1,4294967294,0,0,0,0,0,0
3,1,13137,866865,0,33030,34895806,0
3,2,5,300,0,16007,16769427,0
3,3,3,180,0,16008,16769487,0
3,4,33031,34895866,0,13139,866985,0
3,4294967294,0,0,0,0,0,0
4,1,0,0,0,16007,16769427,0
4,2,0,0,0,16005,16769307,0
4,3,3,180,0,16005,16769307,0
4,4,6,360,0,16007,16769427,0
4,5,16008,16769487,0,2,120,0
4,4294967294,0,0,0,0,0,0
6,1,31759,33563938,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,16008,16769487,0,3,180,0
6,4,16007,16769427,0,6,360,0
6,4294967294,0,0,0,0,0,0
2,1,12048,795147,0,16041,16811797,0
2,2,12112,799251,0,16006,16769367,0
2,3,4,240,0,289,17286,0
2,4,4,240,0,290,17346,0
2,5,31759,33563938,0,24162,1594518,0
2,4294967294,0,0,0,0,0,0
5,1,31760,33563998,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,16007,16769427,0,5,300,0
5,4,16005,16769307,0,3,180,0
5,4294967294,0,0,0,0,0,0
5,1,32706,34570386,0,4,240,0
5,2,289,17286,0,4,240,0
5,3,16482,17274753,0,5,300,0
5,4,16480,17274633,0,3,180,0
5,4294967294,0,0,0,0,0,0
7,1,49926,53193477,0,38679,2550705,0
7,2,24885,1642188,0,32705,34570326,0
7,3,13511,891537,0,33988,35915004,0
7,4,2,120,0,16483,17274813,0
7,4294967294,0,0,0,0,0,0
6,1,32705,34570326,0,7,420,0
6,2,290,17346,0,4,240,0
6,3,16483,17274813,0,3,180,0
6,4,16482,17274753,0,6,360,0
6,4294967294,0,0,0,0,0,0
2,1,12409,818949,0,16512,17312859,0
2,2,12474,823119,0,16481,17274693,0
2,3,4,240,0,289,17286,0
